,Unnamed: 0_x,Unnamed: 0.1,Unnamed: 0.1.1,song_id,song,year,artist,genre,lyrics,video_path,path,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,Unnamed: 0_y,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49
0,0,0,0,104799,holy,2016,florida-georgia-line,Country,When the sun had left and the winter came And the sky fall could only bring the rain I sat in darkness all broken hearted I couldn't find a day I didn't feel alone I never meant to cry started losing hope But somehow baby you broke through and saved me You're an angel tell me you're never leaving 'Cause you're the first thing I know I can believe in You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you You made the brightest days from the darkest nights You're the river bank where I was baptized Cleanse all the demons That were killing my freedom Let me lay you down give me to ya Get you singing babe hallelujah We'll be touching we'll be touching heaven You're an angel tell me you're never leaving 'Cause you're the first thing I know I can believe in You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you I don't need the stars cause you shine for me Like fire in my veins you're my ecstasy You're my ecstasy You're holy holy holy holy I'm high on loving you high on loving you You're holy holy holy holy I'm high on loving you high on loving you You're the healing hands where it used to hurt You're my saving grace you're my kind of church You're holy,https://www.youtube.com/watch?v=zXDAYlhdkyg,vids/Florida Georgia Line - HOLY.mp4,228,41,5495,0.1058668054715767,0.0775963433670028,320561.0835304823,66.49247760037535,-1326006.9237488627,101.30510168018908,191.8797562246453,27.111179740984863,104799,0.0013866982879963362,0.0003103673666205014,0.10599785899361584,0.0008884107724866345,0.0006994690779661527,0.00030029052278728475,0.0006686846186227256,0.0007996276779213084,0.0005233607709086766,0.0013347746521053044,0.00010844482179092811,0.07930662021636609,0.0011674448218107559,0.0007074951844217399,0.0008105177211498654,0.3499464136441268,0.0003802114432064079,0.00048122989731360055,0.010161433908689513,0.019233690527524404,0.0002890777064727951,0.00014741441821285682,0.0007421582853982311,0.010053776379763742,0.0008342888475786364,0.001014755578199749,0.0006462580114769166,0.0008422856635685291,0.08771846761762635,0.0008243237511781667,0.009387282544542163,0.00012737192899417524,0.009323700543684438,0.00012698643861311907,0.0006797606223815801,0.0013189352948896498,0.07117523136446617,0.0008590963165323118,0.05337240728294953,0.0005321945611120705,0.0002857162790986164,0.0018444529683223183,0.0013528219641321705,0.0007993493688384528,0.0005388630283487034,9.234266053609016e-05,0.018720850170378167,0.0007516238892152372,0.044681048002267285,0.10570411358379088
1,1,1,1,96856,temporary-home,2009,carrie-underwood,Country,"Little boy six years old A little too used to bein alone Another new mom and dad another school Another house that'll never be home When people ask him how he likes this place He looks up and says with a smile upon his face ""This is my temporary home It's not where I belong Windows in rooms that I'm passin through This is just a stop on the way to where I'm going I'm not afraid because I know this is my Temporary home "" Young mom on her own She needs a little help got nowhere to go She's lookin for a job lookin for a way out 'Cause a half way house will never be a home At night she whispers to her baby girl Someday we'll find a place here in this world ""This is our temporary home It's not where we belong Windows in rooms that we're passin through This is just a stop on the way to where we're going I'm not afraid because I know this is our Temporary Home "" Old man hospital bed The room is filled with people he loves And he whispers don't cry for me I'll see you all someday He looks up and says ""I can see God's face"" ""This is my temporary Home It's not where I belong Windows in rooms that I'm passin through This was just a stop on the way to where I'm going I'm not afraid because I know this was My temporary home "" This is our temporary home",https://www.youtube.com/watch?v=LraOiHUltak,vids/Carrie Underwood - Temporary Home (Official Video).mp4,300,97,9014,0.1412144499115606,0.0805772716142262,-300417.62624805863,87.13971572721373,-203915.2169957844,185.33475028524308,385.4697742438771,31.98317889696542,96856,0.06654572041890298,0.00045849923390693914,0.02759406515722771,0.0013124306946801516,0.0010333110722340025,0.0004436129227975014,0.2589765537365137,0.05277901726255067,0.000773149945277535,0.001971834739239811,0.00016020327218586736,0.013962527099490207,0.0017246418728143985,0.0010451678718106214,0.014096796910609029,0.0009910943250286072,0.0005616784307286594,0.0007109108849101088,0.2343016861807973,0.18320676158642088,0.0004270484632471553,0.00021777224375549845,0.0010963749475274222,0.0019527980466448555,0.0012324775044395416,0.0014990772395742096,0.0009547034741274739,0.0012442910338224286,0.0005903017350758232,0.0012177562754805357,0.000968200612384169,0.0001881638926829776,0.0008742722493575783,0.00018759441578752533,0.0010041961820784775,0.0019484355873636541,0.0019501960358504,0.0012691250606381224,0.0014493275230972246,0.0007861999191999002,0.0004220826967341467,0.002724771879729256,0.0019984956566825762,0.06567804211753298,0.000796051106689815,0.00013641588538686644,0.0018570492962962269,0.026909230276881593,0.014408635820945209,0.0013612492028596396
2,2,2,2,200403,pistol,2007,dustin-kensrue,Country,Love how you curse when I wake you up Sweetly demand that I fill your cup With the smile of your cool gunpowder glare Honey you lay me bare You're the girl of my dreams And a pistol it seems but you shoot me straight and true Time to lay down my bets Oh I put all my money on you When I'm in the dark girl you bring me light It seems like you're almost always right So keep boxing my ears when I sew them shut Baby you sure are tough You're the girl of my dreams And a pistol it seems but you shoot me straight and true Time to lay down my fears Honey I feel so safe around you If the tiller man taught me anything It's that a hard headed woman is what I need To help me to always do my best Baby my life is blessed You're the girl of my dreams Darling please wear this ring You're an angel through and through Time to lay down my life Honey I'd do it gladly for you Time to lay down my life Honey I'd do it gladly for you,https://www.youtube.com/watch?v=72D49j0RcPs,vids/Dustin Kensrue Pistol (Official Music Video).mp4,251,82,7556,0.1458977753267973,0.1154361710995335,158338.65643197455,55.63263952246835,-469835.9853096877,163.46286876047736,284.1705914702942,2.6905558499190665,200403,0.0020753107815871395,0.0004644909046011867,0.01488665866264604,0.0013295815467427355,0.07945484979273792,0.0004494100590903284,0.001000742851218472,0.014264716068923378,0.0007832534733246915,0.06733763219167654,0.00016229680949213351,0.11868903669310366,0.08015521490829977,0.001058826131726859,0.01428101393582046,0.1447521108612597,0.0005690184477758219,0.039924218775206376,0.0021394357824519364,0.002648826015513877,0.0004326291350848334,0.0002206180927219445,0.07951873778712581,0.0019783172230416492,0.10579263073482631,0.0015186671897868492,0.053239203148303986,0.05353257503993785,0.0005980158016330974,0.0012336699216743561,0.0009808530637000468,0.00019062281954289244,0.0008856972442711639,0.00019004590072000999,0.0010173190237115263,0.0019738977551168185,0.0019756812091547777,0.014353715895305258,0.0014682673437213757,0.0007964739843832806,0.0004275984759057304,0.01582838511561788,0.05429663561326002,0.0011962936550547608,0.0008064539072494444,0.0001381985689820766,0.001881317227458462,0.0011248684551566713,0.014596927958877038,0.0013790380154751856
3,3,3,3,81046,summer,2016,cassadee-pope,Country,Verse 1 Rolled in as wild and free As a clear water beach at seventeen memory Eyes blue as the July sky Sent shivers down my spine Everytime that he smiled at me Pre Chorus The way he took off that white t shirt The way he looked walking out of that water And it just got hotter and hotter Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh He burned like summer summer oh Verse 2 His kiss was a sweet salt breeze Had a hold on me like the moon pulls the tide Took me up in the Ferris wheel And I swear it feels like I never came down from the high Pre Chorus I know we never said forever But something about it felt like it would never end Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh Bottle rocket sparks in the Florida sky Summer summer Something that bright's gotta burn out sometime Chorus The tan line's fading on my sun kissed skin Hits me like a wave when I think about it Sublime on the boom box Our bare feet in the sand Makin out on the boardwalk My heart on fire in his hands He drove away the first of September But I remember Yeah I remember He talked like And he walked like And he looked like And he burned like summer summer oh Yeah He burned like summer summer He burned like summer,https://www.youtube.com/watch?v=4w5K75KPIcQ,vids/Cassadee Pope - Summer.mp4,192,110,4619,0.1549596170147087,0.0869135894924829,428540.13617666153,72.06603555231561,-1441264.879627625,114.06450921973102,231.49634665001224,27.66916475970814,81046,0.0009955226379211584,0.03783500097826496,0.0008724042735737016,0.0006377977411808885,0.06945782842469109,0.031559069129656094,0.00048005444387651713,0.0005740595933302938,0.0003757252026266534,0.01976433899977895,7.785347107782677e-05,0.0005166269790437397,0.13874946579207667,0.0005079168831525288,0.0005818776491076851,0.0004816389348120927,0.06922863062046525,0.00034547908580199354,0.0010262832789702055,0.0012706368057038128,0.0002075313739139452,0.00010583007980699534,0.0005328018217302674,0.000948995012217445,0.0005989431453973799,0.0007285017648029962,0.03180744216794181,0.0006046841284346713,0.00028686704354950596,0.08835355545639602,0.09450097728576691,9.144140426725819e-05,0.0004248672848613093,9.11646574043218e-05,0.0004880060023193935,0.000946875001852843,0.2893078199225339,0.0006167526409067414,0.006973022650104908,0.0003820670566566542,0.00020511817626620165,0.0013241486633685066,0.0009712025334050888,0.019379952579876694,0.00038685440668929596,6.62935909024425e-05,0.007171161894356556,0.0005395972601922548,0.07595779215372278,0.0006615219152427322
4,4,4,4,78479,little-moments,2010,brad-paisley,Country,Well I'll never forget the first time that I heard That pretty mouth say that dirty word And I can't even remember now what she backed my truck into But she covered her mouth and her face got red And she just looked so darn cute That I couldn't even act like I was mad Yeah I live for little moments like that Well that's just like last year on my birthday She lost all track of time and burnt the cake And every smoke detector in the house was goin off And she was just about to cry until I took her in my arms And I tried not to let her see me laugh Yeah I live for little moments like that I know she's not perfect but she tries so hard for me And I thank God that she isn't cause how boring would that be It's the little imperfections it's the sudden change in plans When she misreads the directions and we're lost but holding hands Yeah I live for little moments like that When she's layin on my shoulder on the sofa in the dark And about the time she falls asleep so does my right arm And I want so bad to move it cause it's tinglin and it's numb But she looks so much like an angel that I don't wanna wake her up Yeah I live for little moments When she steals my heart again and doesn't even know it Yeah I live for little moments like that,https://www.youtube.com/watch?v=vBErCVNP6rM,vids/Brad Paisley - Little Moments (Official Video).mp4,258,85,7741,0.1369880706768224,0.1246962768559484,335066.7685053611,114.3924277235257,591168.875597468,172.29064342585562,411.38473316094274,61.56315945100276,78479,0.08890415214824154,0.00044141713756726226,0.0017283104757762578,0.0012635340643092799,0.000994813474027898,0.012845933044656274,0.0009510305593713232,0.038393805940351,0.000744345051237238,0.07641145662811628,0.00015423465211622967,0.0010234840050614496,0.138267711341859,0.0010062285302434165,0.0011527513872132747,0.01337301718258357,0.0005407522342247567,0.0006844248030872889,0.17589702495463097,0.08944917778900952,0.0004111381138911965,0.00020965880283163848,0.0010555278073512342,0.03913658635974045,0.0011865596535242358,0.026280922015634242,0.08785106776324446,0.0011979330516438478,0.0005683091332079426,0.001172386886662262,0.0009321288048133032,0.0001811535565585957,0.0008416998878655559,0.0001806052964034822,0.01338563090973528,0.0018758436134766133,0.0018775384737389354,0.0012218418484761608,0.0013953305901769025,0.0007569088282474021,0.00040635735467089973,0.015042103905236413,0.06401827664623559,0.025974562512101965,0.01318524060026001,0.00013133350111201345,0.0017878620596752386,0.0010689901754724212,0.051128362680679315,0.0013105337636485103
5,5,5,5,87548,small-town-southern-man,2008,alan-jackson,Country,Born the middle son Of a farmer And a small town Southern man Like his daddy's Daddy before him Brought up Workin on the land Fell in love With a small town woman And they married up And settled down Natural way of life If you're lucky For a small town Southern man First there came Four pretty daughters For this small town Southern man Then a few years Later came another A boy he wasn't planned Seven people Living all together In a house built With his own hands Little words with love And understanding From a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man Callous hands Told the story For this small town Southern man He gave it all To keep it all together And keep his family On his land Like his daddy Years wore out his body Made it hard Just to walk And stand You can break the back But you can't break The spirit Of a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man Finally death Came callin' For this small town Southern man He said it's alright 'Cause I see angels And they got me By the hand Don't you cry And don't you worry I'm blessed And I know I am 'Cause God Has a place in heaven For a small town Southern man And he bowed His head to Jesus And he stood For Uncle Sam And he only loved One woman He was always proud Of what he had He said His greatest contribution Is the ones You leave behind Raised on the ways And gentle kindness Of a small town Southern man Raised on the ways And gentle kindness Of a small town Southern man,https://www.youtube.com/watch?v=5zwq9RCeISY,vids/Alan Jackson - Small Town Southern Man (Official Music Video).mp4,277,110,8332,0.1682148225357977,0.0644083846582587,82092.06373019681,83.32132122910498,-696561.2737638021,129.64927362961407,246.59134479743105,31.171015193105596,87548,0.0008996489729125018,0.00020135719862259593,0.01211837064878608,0.0005763747210987505,0.0004537949192145873,0.0001948196393833384,0.19304353631374582,0.0005187748664446427,0.00033954104082079174,0.0008659624485231582,7.035580370035441e-05,0.00046687329184813385,0.0007574037870859765,0.00045900202049376225,0.0005258400054805465,0.05142017891322529,0.00024666997668574945,0.0003122077719433323,0.0009274472148326387,0.06346317560098938,0.00018754509468381123,9.563812913428869e-05,0.00048149041862723216,0.0008576021835358066,0.011871245155377855,0.011988326650504493,0.00041927314780330926,0.6236955230181314,0.0002592403540221633,0.0005347969507962483,0.00042520062978759017,8.263515293082745e-05,0.0003839505018668109,8.238505813487446e-05,0.0004410086541864739,0.000855686340465617,0.00652145104118553,0.0005573563661912085,0.0006364951309748876,0.00034527214350708055,0.00018536429968977585,0.0011966267160639728,0.0008776710125773202,0.0005185943077155301,0.00034959844848074994,5.9909196128985786e-05,0.0008155526036978447,0.0004876314233617737,0.0006627890007313445,0.00626280571386806
6,6,6,6,25270,smoke-a-little-smoke,2009,eric-church,Country,Turn the quiet up turn the noise down Let this ol world just spin around I wanna feel it swing wanna feel it sway And put some feel good in my soul Drink a little drink smoke a little smoke Wanna little more right and a little less left Little more right now a little less what's next Act like tomorrow's ten years away And just kick back and let the feelin flow Drink a little drink smoke a little smoke yeah I set my sails for a new direction But the wind got in my way I changed my course but my definition of change Just ain't the same I'm gonna sit right here stay away from there I'm gon make pretend I just don't care I could get up go get her back Or maybe I'll just let her go Drink a little drink smoke a little smoke yeah Yeah go get her back oh Drink a little drink smoke a little smoke Drink a little drink smoke a little smoke I kick back give the blues spin Break out the wine forget again Dig down deep find my stash Light it up take me back I kick back give the blues spin Break out the wine just forget again Dig down deep strike my stash Light it up memory crash Oh no I don't know baby my take on life Maybe break out that old rock and roll Drink a little drink smoke a little smoke Gon drink a little drink smoke a little smoke yea,https://www.youtube.com/watch?v=XxWjtWONuGc,vids/Eric Church - Smoke A Little Smoke (Official Music Video).mp4,190,138,4571,0.2420965173492237,0.101138323495756,380051.8223583461,86.8549296069803,-748659.7591336688,132.32547468737846,291.19018087241,34.461100579693124,25270,0.001549007398246362,0.0003466949885429352,0.0013574384173214848,0.0009923967392012807,0.0007813399540426882,0.0003354386786565361,0.0007469522608532172,0.0008932218346734834,0.000584618668031125,0.0014910062477183161,0.00012113798128241413,0.000803858176789947,0.001304090934331668,0.0300520979928616,0.0009053865266430907,0.0007494176876432961,0.019932575782845362,0.0005375564949122327,0.0015968701577103491,0.0019770779061633026,0.0003229134339247363,0.00016466885868146524,0.0008290258123941177,0.05024626578522259,0.0009319399961479967,0.0011335298468669694,0.04949155484833602,0.0009408728168184952,0.00044635767771102915,0.4886173501686918,0.000732106567240029,0.00014228045282003624,0.000661082473119143,0.0001418498418808163,0.0007593246795069247,0.0014733129385659934,0.0014746441047333652,0.0009596511091374948,0.04986556567825473,0.01034841726148371,0.0003191585609892586,0.050829995133985166,0.0015111659465439848,0.0008929109503000949,0.09814124375188842,0.00010315110762185777,0.05992779603518591,0.03985532267077236,0.0011411840579170177,0.020537172604787886
7,7,7,7,77702,home,2020,dolly-parton,Country,Lookin outta my windowpane Tears minglin with the rain I'm so lonesome I could cry just like old Hank Starin down on the city street Feelin empty and incomplete There's a place I need to be to fill my tank A place I can go where I can be free Where I can be happy and I just be me Ho o ome Where the warm wind's blowin and the river's flowin along Like a lazy bum in the midday sun And I've gone fishin with my pole at the fishin hole Where I can lay down my heavy load And know that I am always welcome home I left home I was seventeen I had a lot of ambitious dreams Seen a lot of those dreams come true I've had good luck I ain't complain that's for sure I got a lot to be thankful for One of those things is a magic door that opens up Back to the time when I was a kid To the sounds of crickets and the katydids It's called ho o ome On the front porch swingin' And the fern pots hangin' Ho o ome With the church bells ringin' And voices singin' Those old songs that mend my mind like a stitch in time Where the tea is sweet and the love complete Oh me I wanna go ho o ome I often think about where I have been Where I am goin and that's about when I think about Ho o ome Where the soul finds comfort and the heart finds pleasure Ho o ome Where the depths of love is hard to measure It's ho o ome I hear you callin I hear you callin' I'll never be lost as long as I know There's place like that where I can go Where I can restore my weary soul On the mountain slopes in the soft blue smoke Of ho o ome Home sweeet home Ho o ome Back to the hills with the whippoorwills Of ho o ome With the fireflies blinkin and the night stars winkin' Ho o ome Honeysuckle vine and Muscadine wine At ho o ome Where the ginseng grows in the shady groves of ho o ome With family and friends and joy that never ends Ho o ome There's no place like it no place like it Ho ome,https://www.youtube.com/watch?v=7-ifWeaSdrc,vids/Dolly Parton - Home.mp4,205,118,4928,0.1478956483584038,0.0831596697457275,-293907.0937499999,86.95540455035139,-949462.886363636,146.4632245410297,266.8221329679075,39.08527647818946,77702,0.000959436147495106,0.0002147386155418415,0.018965175365321267,0.0006146783451931253,0.00048395236603737164,0.00020776659552137921,0.22399685423447288,0.05492643469958585,0.0003621056188914947,0.0009235109476052206,7.503137700214445e-05,0.000497899876491825,0.0008077378994025133,0.0004895055110320632,0.10930715343185234,0.00046418010650638506,0.00026306270474350953,0.006374420784023689,0.019113476443060988,0.01934897245026952,0.0002000086128509826,0.00010199386753389388,0.0005134884007125374,0.000914595091895926,0.000577232181468658,0.0007020944577669431,0.0004471364118543565,0.0005827650608209907,0.0002764684605075209,0.06098498644623796,0.0004534578112563188,8.812676406326864e-05,0.00040946636013748124,8.78600489390787e-05,0.0488020355502325,0.000912551929340516,0.06132802540569137,0.0005943961043263184,0.012761723917550582,0.00036821758839047675,0.13310991062114313,0.07981519353626117,0.000935997617325364,0.12742382090368706,0.000372831402780092,6.389052848850765e-05,0.0008697510603922678,0.0005200375127569645,0.0007068353820325642,0.006679007443504645
8,8,8,8,174042,thats-what-i-love-about-sunday,2005,craig-morgan,Country,Raymond's in his Sunday best He's usually up to his chest in oil and grease There's the martins walking in With that mean little freckle faced kid Who broke a window last week Sweet miss Betty likes to sing off key In the pew behind me That's what I love about Sunday Sing along as the choir sways Every verse of amazing grace And then we shake the preacher's hand Go home into your blue jeans Have some chicken and some baked beans Pick a backyard football team Not do much of anything That's what I love about Sunday I stroll to the end of the drive Pick up the Sunday times grab a coffee cup Looks like sally and rob finally tied the knot Well it's about time It's thirty five cents off a ground round Baby cut that coupon out That's what I love about Sunday Cat nappin on a porch swing You curled up next to me The smell of jasmine wakes us up Take a walk down a back road Tackle box and a cane pole Carve our names in that white oak Steal a kiss as the sun fades That's what I love about Sunday New believers getting baptized Mama's hands raised up high Havin a hallelujah good time A smile on everybody's face That's what I love about Sunday That's what I love about Sunday,https://www.youtube.com/watch?v=JYBg5yx325c,vids/Thats what I love about Sunday-Craig Morgan (lyrics).mp4,190,1,5710,0.0055921012437896,0.0146235937601234,-12451.000000000002,7.784265046296296,-1192537.0,14.115393518518516,52.39621234749833,19.473276395627614,174042,0.0014368851697588204,0.05460905632141422,0.07364245758115388,0.0009205638131164949,0.0007247840092790944,0.0003111585285330017,0.0006928854099424444,0.0008285675129764395,0.0005423020542116713,0.0013830823324598842,0.0001123696174700509,0.018841491039839627,0.0012096965616042038,0.0007331005936700671,0.09131894543731661,0.0911742661336819,0.00039397191793268376,0.00049864639531184,0.08291246784329541,0.001833970532380924,0.00029953990203509227,0.0001527495873992441,0.0007690182090317617,0.037561367135801146,0.07324775812921315,0.01914729999476106,0.0006696471471604358,0.04611231623728409,0.00041404884717597665,0.3175309855117158,0.009727023671514129,0.00013198172767614138,0.0006132311586682971,0.0001315822857669539,0.0007043622724142996,0.001366669722969631,0.01041581391023171,0.000890188418998733,0.001016585848323381,0.0005514555537478667,0.018391875569622844,0.0019112067415395677,0.001401782806261495,0.009876188506693617,0.009606274738994888,9.568469263209446e-05,0.010350479018194416,0.0007788263885508414,0.001058581418424807,0.0009548060418471486
9,9,9,9,45207,say-you-do,2014,dierks-bentley,Country,Don't worry about the damage done Just let those words roll off your tongue Even if you're lyin' If you really don't mean it I don't care If you need a little buzz to get you there Then baby I'm buyin' Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Yeah baby I'm begging you to lead me on Say it feels good to be back in my arms And then don't call me I dont mind a little smoke gettin in my eyes Baby take your hands take your lies And lay em on me Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Well don't worry about the damage done Just let those words roll of your tongue Even if you're lyin' Well couldn't you Say you do Say you might For tonight Have a heart Bend the truth Even if you don't Couldn't you Mess me up Get in my head Steal my t shirt Wreck my bed All night long Like you used to Even if you don't Couldn't you Say you do Say you do Just say you do Girl I'm begging you Just say you do,https://www.youtube.com/watch?v=4xpr1fLqEj4,vids/Dierks Bentley - Say You Do (Official Music Video).mp4,225,103,5423,0.1230634207133374,0.0891885932975785,-366403.86907615705,60.769719118479415,-1632495.5378941542,130.50012147975696,222.34680144474603,14.08243518723454,45207,0.0021310068004739826,0.0004769566492139765,0.0018674607376385512,0.0013652641055170642,0.0010749082008465534,0.00046147107248702536,0.0010276002227682455,0.0012288267997789797,0.0008042739877606618,0.08256351920489725,0.00016665243962085826,0.1352930637036457,0.0017940693199034444,0.0010872423095609285,0.0012455620596248992,0.001030991969806818,0.0005842894435685807,0.0007395294222569838,0.002196852751902412,0.0027199137124009893,0.0004442397915187848,0.0002265389165176092,0.0011405107851520763,0.028868845511813426,0.24281901026157476,0.001559424322277873,0.0009931361632442867,0.0012943814040470055,0.0006140650120346909,0.04152293145077317,0.0010071766443636022,0.00019573864713446146,0.0009094670867846912,0.00019514624528998024,0.001044621257218572,0.01544558977258415,0.0020287034258346867,0.08183252113796456,0.001507671873603064,0.0008178493034297921,0.0004390741223493042,0.029671896041628572,0.002078947403592556,0.09515942275749467,0.0008280970618304573,0.00014190746413958832,0.0019318069568822812,0.0011550570395747152,0.04182610739720402,0.16244065982846861
